Gebäude / MU,Start Datum SAP Auftrag ,Due Date BMRAM / End Datum SAP,Vorlaufzeit gemäss REF-0303762,Asset ID,Messstellen-Beschreibung,Kategorie,Status,Label Prio,Label Packet,Begründung,Zugänglichkeit ,Frequency,Interval,Event Typ,Messgrösse,Hersteller,Mod./Typ.,Serien-Nr.,Standort
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY231,QC 04237 / BioAssay Gruppe-Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-100 XLS,B711818382,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ002-YY008,QC 05225 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Multipette M4,I11408E,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY122,QC 04299 / BioAssay Gruppe - Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,E4-E12-1200 XLS,B903121860,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY047,QC 03250 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E8-L1200 XLS,J1399382T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY011,QC 00118 / CE_UV-Set 05,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 100-1000ul,2505079,B250OG01 1.309.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY261,QC 05152 / SP-Set 02,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 10-100ul,J49718J,B250OG04 4.307.02
QC_PE,29.06.2026,28.08.2026,60,203-VF010-BQ000-YY031,QC 05341 / Traces Analytik-Set 5,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 5-100ul,M18431K,B203 R25
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY268,QC 05181 / SEC_IEC-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 0.5-5ml,K38287J,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ002-YY007,QC 03903 / CE_UV - Set 05,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Multipette E3x,I57556H,B250OG01 1.309.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY053,QC 05223 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 250-2500ml,G28071E,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY007,QC 00112 / CE_UV-Set 05,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 2-20ul,4141968,B250OG01 1.309.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY049,QC 03252 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,E4-E12-300 XLS,K1302533U,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY265,QC 05178 / SEC_IEC-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 10-100ul,L40798J,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY084,QC 03586 / BioAssay Gruppe - Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L300 XLS,B530223560,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY244,QC 04254 / BioAssay Gruppe-Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-2000 XLS,B703597599,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ002-YY010,QC 05243 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Multipette Xstream 100ul/50ml,G40117E,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY048,QC 03251 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,E4-E12-20 XLS,F1300608U,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY276,QC Q20130 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 0.5-10ul,M24241L,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY331,QC Q20551 / SEC_IEC - Set 08,1- Qualitätskritisch,Entwurf,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 10-100ul,M13574O,B250OG01 1.404.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY108,QC 01695 / LC_SM-Set03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference 50-200ul,2427805,B250OG03 3.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY278,QC Q20132 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 100-1000ul,K55015L,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY277,QC Q20131 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 20-200ul,L37735L,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY152,QC 03237 / BioAssay Gruppe-Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-10 XLS,E1466857T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY028,QC 00296 / LC_LM_PHYS-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 50-1000ul,117409A,B250OG01 1.415.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY267,QC 05180 / SEC_IEC-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 100-1000ul,L34841J,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY355,QC Q20584 / Trace Analytik - Set 5,1- Qualitätskritisch,Entwurf,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 0.2-5 mL,G08310P,B250OG02 2.416.02
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY329,QC Q20549 / SEC_IEC - Set 08,1- Qualitätskritisch,Entwurf,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 2-20ul,H21618O,B250OG01 1.404.01
QC_PE,29.06.2026,28.08.2026,60,207-VF010-BQ000-YY007,QC Q20325 / Rocephin-Set 2,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 1-10ml,J74216M,B207EG00 18
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY036,QC 03578 / Water System-Set 1,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer Plus 50-1000ul,J26177E,B072EG00 50
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY050,QC 05220 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 100-1000ul,I24073D,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,203-VF010-BQ000-YY032,QC 05342 / Traces Analytik-Set 5,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 5-100ul,M18442K,B203 R25
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY079,QC Q20474/ Support/Valid Gruppe-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 Fix 100ul,P43757K,B072EG00 7
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY236,QC 04245 / BioAssay Gruppe-Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-300 XLS,B716988445,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY025,QC 00213 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference 10-100ul,4964948,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,203-VF010-BQ000-YY033,QC 05343 / Traces Analytik-Set 5,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 15-300ul,M30793K,B203 R25
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY269,QC 05182 / SEC_IEC-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 1-10ml,J80066J,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY191,QC 03571 / BioAssay Gruppe-Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-200 XLS,B536401757,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY082,QC 03584 / BioAssay Gruppe - Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L50 XLS,B532272643,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY045,QC 03248 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L50 XLS,K1303368T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY026,QC 00214 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference 2-20ul,1596978,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY189,QC 03569 / BioAssay Gruppe-Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-20 XLS,B529176526,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY048,QC 05218 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 0.5-10ul,R33776C,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY034,QC 03452 / NSP Gruppe-Set 04,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference 100-1000ul,189774,B072EG00 40
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY132,QC Q20272 / BioAssay Gruppe - Set 13,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,Pipet-Lite LTS L12-300XLS+ 20-300ul,C321186058,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY156,QC 03246 / BioAssay Gruppe-Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-5000 XLS,A1423645T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY163,QC 03324 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 1-10ml,M10558D,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY073,QC Q20466 / Support/Valid Gruppe-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 100-1000ul,I14853O,B072EG00 9
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY145,QC Q20285 / BioAssay Gruppe - Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,E4-E12-1200XLS+ 100-1200ul,C315979334,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY052,QC 05222 / EST-BS-Set 01,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference2 10-100ul,Q38210C,B072EG00 49
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY241,QC 04251 / BioAssay Gruppe-Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-100 XLS,B730428389,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY124,QC 02749 / LC_SM - Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research 1-10ml,4008456,B250OG03 3.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY085,QC 03587 / BioAssay Gruppe - Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L1200 XLS,B532272569,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY006,QC 00110 / CE_UV-Set 05,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 10-100ul,1202089,B250OG01 1.309.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY333,QC Q20554 / SEC_IEC - Set 08,1- Qualitätskritisch,Entwurf,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 30-300ul,O14089N,B250OG01 1.404.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY263,QC 05176 / SEC_IEC-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 0.5-10ul,K39036I,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY154,QC 03242 / BioAssay Gruppe-Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-200 XLS,C1446581T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY194,QC 03583 / BioAssay Gruppe-Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-5000 XLS,B530208130,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY010,QC 00117 / CE_UV-Set 05,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 30-300ul,1272239,B250OG01 1.309.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY155,QC 03245 / BioAssay Gruppe-Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-1000 XLS,C1448116T,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ002-YY022,QC Q20133 / FT_RCP-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Multipette E3x,J19860L,B250OG02 2.303.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ002-YY017,QC 05183 / SEC_IEC-Set 04,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Multipette E3x,J35955J,B250OG01 1.304.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY102,QC 04259 / BioAssay Gruppe - Set 11,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L50 XLS,B720139510,B250OG04 4.407.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY193,QC 03582 / BioAssay Gruppe-Set 23,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS L-1000 XLS,B528155649,B250OG03 3.407.01
QC_PE,29.06.2026,28.08.2026,60,072-VF010-BQ000-YY035,QC 03454 / NSP Gruppe-Set 04,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Reference Fix 100ul,158398,B072EG00 40
QC_PE,29.06.2026,28.08.2026,60,203-VF010-BQ001-YY009,QC 05348 / Traces Analytik-Set 5,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 12K 15-300µL,O51711J,B203 R25
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY111,QC 02160 / LC_LM_PHYS-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 10-100ul,R22352B,B250OG01 1.415.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY104,QC 01531 / LC_LM_PHYS-Set 03,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Research Plus 2-20ul,408418Z,B250OG01 1.415.01
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ000-YY308,QC Q20434 / Traces Analytik-Set 5,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Eppendorf,Xplorer 1x 0.2-5ml,H15901O,B250OG02 2.416.02
QC_PE,29.06.2026,28.08.2026,60,250-VF010-BQ001-YY046,QC 03249 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,LTS E12-L200 XLS,J1301515T,B250OG04 4.407.01
Verpackung_PE,30.05.2026,28.08.2026,90,232VGLB042-HOE-012.KT.01,Maschinentakt,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,12,Kalibrierung,K_Takt,Siemens,6FX2001-5QS12,47 075 367 B,B232EG00 0.200
Verpackung_PE,30.05.2026,28.08.2026,90,232VGLB042-ZUE-009.PT.01,Druckwächter Eingang,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,12,Kalibrierung,P_Druck,Sunx (Panasonic),DP2-42E,D210,B232EG00 0.200
Verpackung_PE,30.05.2026,28.08.2026,90,232VGLB042-ZUE-009.KT.01,Maschinentakt,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,12,Kalibrierung,K_Takt,Parker S.B.C.,MDC10030519SE642,NT12030007,B232EG00 0.200
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX290.TT.T01,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00039,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX297.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00054,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX281.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00022,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX293.TT.T01,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00045,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX274.TT.T01,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00007,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX283.TT.T01,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00025,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX291.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00042,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX275.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00010,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX296.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00052,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX295.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00050,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX283.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00026,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX279.TT.T02,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00018,B232OG01 1.072
Verpackung_PE,31.05.2026,29.08.2026,90,200-ME000BX294.TT.T01,Messmittel für Mapping Datenlogger,2- Prozess-/Systemkritisch,Aktiv,2,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,Rotronic,T30-0012,RKS00047,B232OG01 1.072
